r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,1.000159744048822,3.3306690738754696e-15,-inf,inf,1.0
ercot,winter,0.9968737212202667,2.7755575615628914e-15,-inf,inf,1.0
ercot,vortex,0.9722347276153736,-1.794789872278102e-10,-inf,inf,1.0
ferc,summer,0.9991691477394423,2.220446049250313e-15,-inf,inf,1.0
ferc,winter,0.9939373338318629,1.887379141862766e-15,-inf,inf,1.0
ferc,vortex,0.9768047613244994,-1.3249967789619177e-10,-inf,inf,1.0
