r_0,level,marginal,lower,upper,scale
ercot,1.0023267574081687,-0.012008090014699435,1.0023267574081687,1.0023267574081687,1.0
ferc,1.0301950780817577,0.025021877335166032,1.0301950780817577,1.0301950780817577,1.0
