r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.0,-0.009868443534467586,0.0,0.0,1.0
ercot,winter,0.0,-0.009868443534471472,0.0,0.0,1.0
ercot,vortex,0.0,5.401623412357037,0.0,0.0,1.0
ferc,summer,0.0,-0.11942015248548388,0.0,0.0,1.0
ferc,winter,0.0,0.7915442861216506,0.0,0.0,1.0
ferc,vortex,0.0,0.8681771643926386,0.0,0.0,1.0
