r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9999243851135952,-7.183142969324763e-14,-inf,inf,1.0
ercot,winter,0.9999243851135938,-7.316369732279782e-14,-inf,inf,1.0
ercot,vortex,0.9560803427979316,-7.762631537566733e-09,-inf,inf,1.0
ferc,summer,0.9989347281390426,1.3322676295501878e-15,-inf,inf,1.0
ferc,winter,0.9897716694509394,8.881784197001252e-16,-inf,inf,1.0
ferc,vortex,0.9891840799172364,1.3322676295501878e-15,-inf,inf,1.0
