r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9972039708131851,9.992007221626409e-16,-inf,inf,1.0
ercot,winter,1.0099039450028722,6.661338147750939e-16,-inf,inf,1.0
ercot,vortex,1.088874500442215,6.445954880973659e-13,-inf,inf,1.0
ferc,summer,0.9972039708131851,9.992007221626409e-16,-inf,inf,1.0
ferc,winter,1.0176824054859996,0.0,-inf,inf,1.0
ferc,vortex,1.0683121981802939,5.506706202140776e-13,-inf,inf,1.0
