r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9995004957946053,0.0,-inf,inf,1.0
ercot,winter,0.9963432812028186,0.0,-inf,inf,1.0
ercot,vortex,0.9777651566205544,-4.707345624410664e-14,-inf,inf,1.0
ferc,summer,0.9990400222236019,1.1102230246251565e-16,-inf,inf,1.0
ferc,winter,0.99397582073832,0.0,-inf,inf,1.0
ferc,vortex,0.9819838372765924,-3.430589146091734e-14,-inf,inf,1.0
