r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9996812814616339,1.1102230246251565e-16,-inf,inf,1.0
ercot,winter,0.9996812814616338,1.1102230246251565e-16,-inf,inf,1.0
ercot,vortex,1.196059285882649,4.549032261991215e-10,-inf,inf,1.0
ferc,summer,0.9960890774718302,6.661338147750939e-16,-inf,inf,1.0
ferc,winter,1.0334906453552772,2.8066438062523957e-13,-inf,inf,1.0
ferc,vortex,1.035948443916353,5.439434680454269e-09,-inf,inf,1.0
