r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9901315552396289,-2.4424906541753444e-15,0.0,inf,1.0
ercot,winter,0.9901315552396245,-2.6645352591003757e-15,0.0,inf,1.0
ercot,vortex,6.4016330968487525,-3.0451420274246743e-09,0.0,inf,1.0
ferc,summer,0.8805798476511311,-2.042810365310288e-14,0.0,inf,1.0
ferc,winter,1.79154428740398,-6.524336626512195e-12,0.0,inf,1.0
ferc,vortex,1.8681762619576223,-1.1814744027560664e-07,0.0,inf,1.0
