r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9901315564655324,-7.129763446300785e-11,0.0,inf,1.0
ercot,winter,0.9901315564655285,-7.1297190373798e-11,0.0,inf,1.0
ercot,vortex,6.401623412357037,-4.120121996908921e-07,0.0,inf,1.0
ferc,summer,0.8805798475145161,0.0,0.0,inf,1.0
ferc,winter,1.7915442861216506,0.0,0.0,inf,1.0
ferc,vortex,1.8681771643926386,-3.3306690738754696e-16,0.0,inf,1.0
