r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9999966443911804,-8.881784197001252e-16,-inf,inf,1.0
ercot,winter,0.9967164790476415,-1.9984014443252818e-15,-inf,inf,1.0
ercot,vortex,0.9718760267617292,-1.2622913825310889e-10,-inf,inf,1.0
ferc,summer,0.9990039033216233,-9.992007221626409e-16,-inf,inf,1.0
ferc,winter,0.9937733033711648,-2.7755575615628914e-15,-inf,inf,1.0
ferc,vortex,0.976475762841625,-9.313427806745267e-11,-inf,inf,1.0
