r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.004084268486519771,0.0,-inf,inf,1.0
ercot,winter,0.09414605466306003,0.0,-inf,inf,1.0
ercot,vortex,-0.13673863982218226,0.0,-inf,inf,1.0
ferc,summer,-0.004084268486519771,0.0,-inf,inf,1.0
ferc,winter,-0.09414605466306003,0.0,-inf,inf,1.0
ferc,vortex,0.13673863982218226,0.0,-inf,inf,1.0
