r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9980256593721991,2.2537527399890678e-14,-inf,inf,1.0
ercot,winter,1.0112285517076411,3.6637359812630166e-14,-inf,inf,1.0
ercot,vortex,1.1186452929973285,1.3964773781793838e-09,-inf,inf,1.0
ferc,summer,0.9980256593721991,2.2537527399890678e-14,-inf,inf,1.0
ferc,winter,1.0192040594088547,4.1300296516055823e-14,-inf,inf,1.0
ferc,vortex,1.093363508527568,1.1948535494354928e-09,-inf,inf,1.0
