r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9392536781646763,-9.585665594613602e-13,0.0,inf,1.0
ercot,winter,1.3619105835628393,-1.0791367799356522e-12,0.0,inf,1.0
ercot,vortex,3.8419633381141876,-1.5216479964941243e-08,0.0,inf,1.0
ferc,summer,0.9392536781646763,-9.64561763794336e-13,0.0,inf,1.0
ferc,winter,1.3619105835628393,-1.0897949209720537e-12,0.0,inf,1.0
ferc,vortex,3.8419633381141876,-1.289699591566773e-08,0.0,inf,1.0
