r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.0,-0.06559334213147217,0.0,0.0,1.0
ercot,winter,0.0,-0.0655933421314755,0.0,0.0,1.0
ercot,vortex,0.0,3.204738791827155,0.0,0.0,1.0
ferc,summer,0.0,-0.11993267256344564,0.0,0.0,1.0
ferc,winter,0.0,0.7859355783069097,0.0,0.0,1.0
ferc,vortex,0.0,0.8610780972005365,0.0,0.0,1.0
