r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.9344066578685278,-2.4146018517967605e-11,0.0,inf,1.0
ercot,winter,0.9344066578685245,-2.4145130339547904e-11,0.0,inf,1.0
ercot,vortex,4.204738791827155,-5.170227912465464e-09,0.0,inf,1.0
ferc,summer,0.8800673274365544,0.0,0.0,inf,1.0
ferc,winter,1.7859355783069097,-3.3306690738754696e-16,0.0,inf,1.0
ferc,vortex,1.8610780972005365,-3.3306690738754696e-16,0.0,inf,1.0
