r_0,s_1,level,marginal,lower,upper,scale
ercot,summer,0.997866813891434,5.794253965518692e-13,-inf,inf,1.0
ercot,winter,0.9978668138914337,5.793143742494067e-13,-inf,inf,1.0
ercot,vortex,1.130179146461853,5.054445750829473e-10,-inf,inf,1.0
ferc,summer,0.9960720259817026,0.0,-inf,inf,1.0
ferc,winter,1.0333097957567525,-2.220446049250313e-16,-inf,inf,1.0
ferc,vortex,1.0357217940455532,-2.220446049250313e-16,-inf,inf,1.0
